!reload, Done. Ready for action!
!makemeasammich, Here you are: http://i.imgur.com/fPegf.png
!clean, Error : I don't have a physical body. What did you expect?
!cats, Meow meow meow: http://i.imgur.com/Up21meW.jpg
!kitten,Meeeeeeew: https://i.imgur.com/zxCynwu.webm
!bro,https://i.imgur.com/s2SAMW7.jpg
!slap, https://i.imgur.com/2pbqbhg.webm
!derp, http://i.imgur.com/iSjaAOA.gif
!puppy, Bark Bark Bark: https://i.imgur.com/IGiZqYN.jpg
!bot,https://www.youtube.com/watch?v=7Pq-S557XQU
!robot,https://www.youtube.com/watch?v=7Pq-S557XQU
!burn,https://en.wikipedia.org/wiki/List_of_burn_centers_in_the_United_States
burn!,https://en.wikipedia.org/wiki/List_of_burn_centers_in_the_United_States
!ignorant,http://imgs.xkcd.com/comics/ten_thousand.png
!outdated,http://imgs.xkcd.com/comics/cutting_edge.png
ayy, LMAO
!ROBOTHOUSE,CHEESE IT! http://www.reactiongifs.us/wp-content/uploads/2014/08/cheese_it_futurama.gif
!dance, https://julianish.files.wordpress.com/2013/03/bender13.gif